id,fund_category_fund_level,fund_type_fund_level_3,fund_group_fund_level_2,fund_fund_level_1,department_cost_center_level,division_cost_center_level,cost_center_cost_center_level,account_category_account,account_type_account_level,adopted_budget,amended_budget,fiscal_year,account_description,center_value,fund_value,account_value
2956,Governmental Activities,Internal Service Funds,Fleet,Fleet Replacement,Public Works,Fleet,Fleet,Revenue,Charges for Services,1139630.0,1266124.0,2023,Internal Service Charges - Vehicles Shortage,62601,4005,4254
2957,Governmental Activities,Special Revenue Funds,Technology Replacement,Technology Replacement,Development Services,Development Services Admin,Development Services Admin,Revenue,Charges for Services,300000.0,300000.0,2023,Permit Fees - Technology Investment,66001,2401,4208
2958,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Business Services,Revenue,Charges for Services,13000.0,13000.0,2023,Administrative Fees,66010,1001,4390
2959,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Building Inspection,Revenue,Licenses and Permits,2920836.0,2920836.0,2023,Permit Fees - Building Permits,66020,1001,4151
2960,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Building Inspection,Revenue,Charges for Services,10000.0,10000.0,2023,Permit Fees - Inspection,66020,1001,4201
2961,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Building Inspection,Revenue,Charges for Services,1500000.0,1500000.0,2023,Permit Fees - Plan Check,66020,1001,4202
2962,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Building Inspection,Revenue,Charges for Services,10000.0,10000.0,2023,Administrative Fees,66020,1001,4390
2963,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Building Inspection,Revenue,Grants and Contributions,10000.0,10000.0,2023,SB 1186 - Disability Access,66020,1001,4430
2964,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Building Inspection,Revenue,Fines and Penalties,2500.0,2500.0,2023,Other Fines or Penalties,66020,1001,4590
2965,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Contracted Building Plan Review,Revenue,Charges for Services,500000.0,500000.0,2023,Permit Fees - Plan Check,66021,1001,4202
2966,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Code Enforcement,Revenue,Fines and Penalties,250.0,250.0,2023,Other Fines or Penalties,66030,1001,4590
2967,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Planning,Revenue,Charges for Services,175000.0,175000.0,2023,Permit Fees - Plan Check,66040,1001,4202
2968,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Planning,Revenue,Charges for Services,225000.0,225000.0,2023,Permit Fees - Planning,66040,1001,4204
2969,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Planning,Revenue,Charges for Services,200000.0,200000.0,2023,Permit Fees - General Plan Update,66040,1001,4207
2970,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Planning,Revenue,Charges for Services,6500.0,6500.0,2023,Administrative Fees,66040,1001,4390
2971,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Development Services Engineering,Revenue,Charges for Services,15000.0,15000.0,2023,Permit Fees - Plan Check,66050,1001,4202
2972,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Development Services Engineering,Revenue,Charges for Services,90000.0,90000.0,2023,Permit Fees - Engineering,66050,1001,4205
2973,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Development Services Engineering,Revenue,Charges for Services,175000.0,175000.0,2023,Franchise Fees,66050,1001,4273
2974,Governmental Activities,General Funds,General,General,Development Services,Development Services Admin,Development Services Engineering,Revenue,Charges for Services,2500.0,2500.0,2023,Administrative Fees,66050,1001,4390
2975,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Mitigation,Development Services,Development Services Admin,Traffic Mitigation Setaside Westbrook,Revenue,Capital Contributions from Developers and Governmental Activities,350000.0,350000.0,2023,Permit Fees - Mitigation,66060,3151,4602
2976,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Mitigation,Development Services,Development Services Admin,Traffic Mitigation Setaside Sierra Vista,Revenue,Capital Contributions from Developers and Governmental Activities,500000.0,500000.0,2023,Permit Fees - Mitigation,66061,3151,4602
2977,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Mitigation,Development Services,Development Services Admin,Traffic Mitigation Setaside Creek View,Revenue,Capital Contributions from Developers and Governmental Activities,350000.0,350000.0,2023,Permit Fees - Mitigation,66062,3151,4602
2978,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Mitigation,Development Services,Development Services Admin,Developer Reimbursement,Revenue,Capital Contributions from Developers and Governmental Activities,1000000.0,1000000.0,2023,Permit Fees - Mitigation,66070,3151,4602
2979,Governmental Activities,Capital Project Funds,Development Impact,City County Mitigation,Development Services,Development Services Admin,Developer Reimbursement,Revenue,Capital Contributions from Developers and Governmental Activities,5000000.0,5000000.0,2023,Permit Fees - Mitigation,66070,3395,4602
2980,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Administration,Revenue,Use of Property and Money,118104.0,118104.0,2023,Lease Revenue,70001,6001,4490
2981,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Const and Maintenance,Revenue,Capital Contributions from Developers and Governmental Activities,200000.0,200000.0,2023,Meter Upgrade Fees,70015,6001,4659
2982,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Const and Maintenance,Revenue,Other Revenue,100000.0,100000.0,2023,Sale of Scrap,70015,6001,4705
2983,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Const and Maintenance,Revenue,Other Revenue,140000.0,140000.0,2023,Accident Recovery,70015,6001,4725
2984,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Const and Maintenance,Revenue,Other Revenue,40000.0,40000.0,2023,Other Revenue,70015,6001,4790
2985,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric UEC,Revenue,Charges for Services,2500.0,2500.0,2023,Recreation Program Revenue,70085,6001,4361
2986,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric UEC,Revenue,Charges for Services,500.0,500.0,2023,Concession Charges,70085,6001,4366
2987,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric UEC,Revenue,Other Revenue,100.0,100.0,2023,Donations,70085,6001,4740
2988,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Customer Care - Admin,Revenue,Charges for Services,0.0,500000.0,2023,Late Fees,70081,6001,4383
2989,Business Type Funds,Enterprise Funds,Electric,Electric,Electric,Electric Utility,Electric Customer Care - Admin,Revenue,Charges for Services,250.0,250.0,2023,Administrative Fees,70081,6001,4390
2990,Business Type Funds,Enterprise Funds,Water,Water Operations,Electric,Water,Water Customer Care - Admin,Revenue,Charges for Services,140000.0,140000.0,2023,Late Fees,74181,6101,4383
2991,Business Type Funds,Enterprise Funds,Water,Water Operations,Electric,Water,Water Customer Care - Admin,Revenue,Charges for Services,83.0,83.0,2023,Administrative Fees,74181,6101,4390
2992,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Electric,Waste Services,Waste Services Customer Care - Admin,Revenue,Charges for Services,120000.0,120000.0,2023,Late Fees,74281,6301,4383
2993,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Electric,Waste Services,Waste Services Customer Care - Admin,Revenue,Charges for Services,83.0,83.0,2023,Administrative Fees,74281,6301,4390
2994,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Electric,Wastewater,Wastewater Customer Care - Admin,Revenue,Charges for Services,140000.0,140000.0,2023,Late Fees,74381,6201,4383
2995,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Electric,Wastewater,Wastewater Customer Care - Admin,Revenue,Charges for Services,83.0,83.0,2023,Administrative Fees,74381,6201,4390
2996,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water Legislative and Regulatory Services,Revenue,Other Revenue,90000.0,90000.0,2023,Revenue from Other Agencies,74106,6101,4780
2997,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water Distribution,Revenue,Charges for Services,3000.0,3000.0,2023,Permit Fees - Inspection,74110,6101,4201
2998,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water Distribution,Revenue,Capital Contributions from Developers and Governmental Activities,30000.0,30000.0,2023,Installation Tap Repairs,74110,6101,4650
2999,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water Distribution,Revenue,Capital Contributions from Developers and Governmental Activities,938000.0,938000.0,2023,Meter Installation Fees,74110,6101,4656
3000,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water Distribution,Revenue,Other Revenue,4000.0,4000.0,2023,Other Revenue,74110,6101,4790
3001,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Cross Connection Control Program,Revenue,Licenses and Permits,15000.0,15000.0,2023,Base Hydrant Permits,74111,6101,4176
3002,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Cross Connection Control Program,Revenue,Charges for Services,50000.0,50000.0,2023,Meter and Backflow Device Rental Charges,74111,6101,4291
3003,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Cross Connection Control Program,Revenue,Capital Contributions from Developers and Governmental Activities,35000.0,35000.0,2023,Backflow Device Repair and Test,74111,6101,4653
3004,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water UEC,Revenue,Charges for Services,833.0,833.0,2023,Recreation Program Revenue,74185,6101,4361
3005,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water UEC,Revenue,Charges for Services,167.0,167.0,2023,Concession Charges,74185,6101,4366
3006,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water UEC,Revenue,Other Revenue,33.0,33.0,2023,Donations,74185,6101,4740
3007,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Environmental Utilities,Waste Services,Waste Services UEC,Revenue,Charges for Services,833.0,833.0,2023,Recreation Program Revenue,74285,6301,4361
3008,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Environmental Utilities,Waste Services,Waste Services UEC,Revenue,Charges for Services,167.0,167.0,2023,Concession Charges,74285,6301,4366
3009,Governmental Activities,General Funds,General,General Capital Projects,General,Non-Classified,Non-Classified,Revenue,Use of Property & Money,0.0,52380.0,2022,Interest Revenue,10001,3110,4451
3010,Governmental Activities,General Funds,General,General,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,6173.0,6173.0,2022,Interest on Notes and Loans,10001,1001,4457
3011,Governmental Activities,General Funds,General,General Fund Contributions by Developers,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,4924.0,4924.0,2022,Interest on Notes and Loans,10001,1020,4457
3012,Governmental Activities,General Funds,General,Strategic Improvement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,122367.0,122367.0,2022,Interest on Notes and Loans,10001,1030,4457
3013,Governmental Activities,Internal Services Funds,Fleet,Fleet Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,76915.0,76915.0,2022,Interest on Notes and Loans,10001,4005,4457
3014,Business Type Funds,Enterprise Funds,Water,Water Construction,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,177270.0,177270.0,2022,Interest on Notes and Loans,10001,6120,4457
3015,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Environmental Utilities,Waste Services,Waste Services UEC,Revenue,Other Revenue,33.0,33.0,2023,Donations,74285,6301,4740
3016,Governmental Activities,General Funds,General,Stormwater,Environmental Utilities,Waste Services,Stormwater,Revenue,Other Revenue,5282.0,5282.0,2023,Other Revenue,74290,1130,4790
3017,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Industrial Treatment,Revenue,Other Revenue,120000.0,120000.0,2023,Other Revenue,74310,6201,4790
3018,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater Collection,Revenue,Charges for Services,300000.0,300000.0,2023,Permit Fees - Inspection,74330,6201,4201
3019,Governmental Activities,General Funds,General,General,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,956500.0,956500.0,2022,Rental Revenue,10001,1001,4480
3020,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,2000.0,2000.0,2022,Rental Revenue,10001,6301,4480
